"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"PTPRC",1.48117960124054e-85,-3.91731496106467,0.032,0.375,2.84860460910581e-81,"PTPRC"
"HLA-DRB1",1.80002178615577e-203,-3.91773120330643,0.224,0.729,3.46180189913478e-199,"HLA-DRB1"
"EVI2A",1.86892149564528e-55,-3.92263764012262,0.026,0.271,3.594309820425e-51,"EVI2A"
"IL7R",1.93740839153669e-44,-3.93575578365955,0.041,0.252,3.72602381860335e-40,"IL7R"
"CLEC7A",1.8392223393121e-69,-3.94796049230981,0.031,0.323,3.53719240296503e-65,"CLEC7A"
"LCP1",2.5616250415682e-85,-3.96565772284443,0.033,0.372,4.92651727994395e-81,"LCP1"
"CD37",5.40651410786555e-89,-4.00560720409498,0.037,0.386,1.0397807932247e-84,"CD37"
"C1QB",1.63589243385568e-60,-4.00999216510825,0.177,0.427,3.14614832879124e-56,"C1QB"
"HCST",3.16555758384976e-86,-4.02589793785287,0.034,0.377,6.08800034525986e-82,"HCST"
"FCGR2A",7.06499452076927e-77,-4.03728055060869,0.031,0.344,1.35873974623435e-72,"FCGR2A"
"C1QC",1.03549949665024e-72,-4.09626812097051,0.067,0.366,1.99147263195774e-68,"C1QC"
"MRC1",1.10863987048623e-74,-4.09945968432476,0.033,0.339,2.13213619891911e-70,"MRC1"
"PTPN6",6.65606557382636e-56,-4.1195447893338,0.014,0.257,1.28009453115829e-51,"PTPN6"
"RETN",3.46679291179948e-54,-4.13032304334606,0.031,0.273,6.66733612797276e-50,"RETN"
"HLA-DMB",6.16535064068342e-66,-4.14071944308265,0.027,0.305,1.18572023521624e-61,"HLA-DMB"
"CD74",1.12556215496935e-223,-4.14565051021779,0.29,0.772,2.16468113643705e-219,"CD74"
"PLEK",7.7344629703417e-58,-4.15393040668078,0.026,0.279,1.48749191845612e-53,"PLEK"
"STXBP2",8.15055344933002e-92,-4.16174708297439,0.033,0.389,1.56751443937515e-87,"STXBP2"
"HLA-DQB1",2.87543107270500e-111,-4.16820613532976,0.075,0.474,5.53002903902625e-107,"HLA-DQB1"
"DUSP2",5.99898335668075e-54,-4.16962568880568,0.046,0.29,1.15372447915684e-49,"DUSP2"
"MS4A4A",7.47841525824776e-74,-4.17404003810343,0.032,0.336,1.43824882246621e-69,"MS4A4A"
"CD69",4.36702134048703e-39,-4.18487677915113,0.057,0.251,8.39865544202465e-35,"CD69"
"AREG",6.00007537619554e-129,-4.1881226717928,0.095,0.54,1.15393449634993e-124,"AREG"
"SPI1",6.45553384535438e-87,-4.18991207394859,0.034,0.375,1.24152826913855e-82,"SPI1"
"LYZ",7.19017383355355e-119,-4.20819694552656,0.126,0.527,1.38281423166902e-114,"LYZ"
"C5AR1",7.44028184797383e-81,-4.20829642370162,0.025,0.35,1.43091500500233e-76,"C5AR1"
"TBXAS1",4.13485280342057e-55,-4.22363102848838,0.021,0.262,7.95214891153844e-51,"TBXAS1"
"BCL2A1",6.00062962777315e-76,-4.23475921612123,0.04,0.351,1.15404109001333e-71,"BCL2A1"
"CORO1A",2.45801571919606e-71,-4.23948371008259,0.037,0.332,4.72725583115787e-67,"CORO1A"
"CD53",1.41189946939635e-96,-4.25055678136436,0.039,0.405,2.71536505954306e-92,"CD53"
"TYROBP",8.84497816913748e-171,-4.26152990777685,0.143,0.625,1.70106620148852e-166,"TYROBP"
"MSR1",1.9523413765549e-55,-4.28348735698577,0.026,0.268,3.75474293539039e-51,"MSR1"
"HLA-DRA",1.40921207452196e-195,-4.28537247946249,0.284,0.74,2.71019666172063e-191,"HLA-DRA"
"HLA-DQA1",5.6683767796823e-71,-4.29515054500675,0.047,0.342,1.0901422222685e-66,"HLA-DQA1"
"CXCR4",4.84436254861661e-102,-4.33115359342985,0.077,0.459,9.31667805349946e-98,"CXCR4"
"ITGB2",6.77408592506002e-90,-4.33182137999649,0.031,0.38,1.30279220510754e-85,"ITGB2"
"OLR1",2.5924611396702e-83,-4.34332901299625,0.039,0.369,4.98582126381372e-79,"OLR1"
"FCER1G",1.13790947612833e-163,-4.34922794191113,0.098,0.59,2.18842750449e-159,"FCER1G"
"VSIG4",3.21532342997461e-92,-4.37849181557448,0.054,0.405,6.18371002052718e-88,"VSIG4"
"LST1",2.36207121083312e-103,-4.38723771364621,0.035,0.421,4.54273535267426e-99,"LST1"
"CD163",1.75625426475068e-99,-4.39859146009138,0.039,0.413,3.37762820196852e-95,"CD163"
"AIF1",1.25822599982011e-134,-4.42026335457738,0.06,0.513,2.41982024285403e-130,"AIF1"
"RNASE6",2.35378882371469e-62,-4.43279706090987,0.024,0.289,4.5268066657681e-58,"RNASE6"
"MS4A7",3.40178453971069e-110,-4.464828377296,0.041,0.44,6.5423120267716e-106,"MS4A7"
"LAPTM5",1.4382429731877e-172,-4.48745887121775,0.077,0.592,2.76602888603459e-168,"LAPTM5"
"C1orf162",3.87338915336498e-121,-4.5085201046725,0.052,0.473,7.44930201975152e-117,"C1orf162"
"CCL3",1.17918484484347e-42,-4.53693495971003,0.065,0.274,2.26780829360296e-38,"CCL3"
"DOK2",1.7213081069573e-57,-4.54989785607561,0.019,0.266,3.31041975130028e-53,"DOK2"
"MARCO",1.96456393079473e-54,-4.56692110690829,0.04,0.28,3.77824935170442e-50,"MARCO"
"SAMSN1",2.59774913650242e-98,-4.60705683023327,0.039,0.41,4.99599113932145e-94,"SAMSN1"
"SNX10",2.69002519854648e-62,-4.64382175475715,0.022,0.285,5.17345646184459e-58,"SNX10"
"MCEMP1",2.45495045382067e-53,-4.66399801645291,0.028,0.261,4.7213607127879e-49,"MCEMP1"
"IGSF6",4.50623514730642e-59,-4.67972873719059,0.015,0.267,8.66639143529971e-55,"IGSF6"
"SLA",2.74526059765103e-57,-4.68750482805648,0.018,0.264,5.27968518140246e-53,"SLA"
"MS4A6A",4.49532339672111e-102,-4.83679425377614,0.029,0.41,8.64540595657404e-98,"MS4A6A"
"IFI30",1.47027758225754e-66,-4.8542750480579,0.018,0.294,2.8276378461977e-62,"IFI30"
"GPR183",3.52799349166038e-61,-4.86696603723968,0.028,0.289,6.78503708316124e-57,"GPR183"
"MNDA",3.41057922022755e-86,-4.96535720398492,0.022,0.359,6.55922595634163e-82,"MNDA"
"FPR1",2.94466783454147e-69,-5.04927896215754,0.018,0.302,5.66318517939015e-65,"FPR1"
"EVI2B",1.63081025836908e-101,-5.09585520471908,0.018,0.396,3.13637428889541e-97,"EVI2B"
"GPSM3",4.77548633698697e-88,-5.13999249378447,0.019,0.359,9.18421532329335e-84,"GPSM3"
"CYTIP",7.62193516312325e-62,-5.33587574603908,0.018,0.279,1.46585057057186e-57,"CYTIP"
